token_id,token,kind,source,frequency,is_severe_outcome
881,Diazepam 5 MG/ML Injectable Solution,event,medications,119,False
882,Perennial allergic rhinitis with seasonal variation (disorder),event,conditions,119,False
883,Psychosocial care (regime/therapy),event,procedures,118,False
884,120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler [Asmanex],event,medications,118,False
885,Azithromycin 250 MG Oral Tablet,event,medications,113,False
886,Kidney transplant failure and rejection (disorder),event,conditions,111,True
887,Posttraumatic stress disorder (disorder),event,conditions,110,False
888,anastrozole 1 MG Oral Tablet,event,medications,110,False
889,Asthma screening (procedure),event,procedures,107,False
890,rosuvastatin calcium 10 MG Oral Tablet,event,medications,107,False
891,100 ML eptifibatide 0.75 MG/ML Injection,event,medications,106,False
892,pravastatin sodium 40 MG Oral Tablet,event,medications,105,False
893,didanosine 400 MG Delayed Release Oral Capsule,event,medications,105,False
894,Chronic paralysis due to lesion of spinal cord (disorder),event,conditions,104,False
895,5 ML fulvestrant 50 MG/ML Prefilled Syringe,event,medications,101,False
896,Radiotherapy (procedure),event,procedures,100,False
897,Hep A  ped/adol  2 dose,event,immunizations,100,False
898,Perennial allergic rhinitis (disorder),event,conditions,99,False
899,Hemoptysis (finding),event,conditions,98,False
900,Mental health screening (procedure),event,procedures,97,False
901,exemestane 25 MG Oral Tablet,event,medications,97,False
902,letrozole 2.5 MG Oral Tablet,event,medications,96,False
903,100 ML zoledronic acid 0.04 MG/ML Injection,event,medications,96,False
904,enoxaparin sodium 100 MG/ML Injectable Solution,event,medications,96,False
905,100 ML tirofiban 0.05 MG/ML Injection,event,medications,96,False
906,Dribbling from mouth (finding),event,conditions,95,False
907,pravastatin sodium 20 MG Oral Tablet,event,medications,95,False
908,chloroquine phosphate 500 MG Oral Tablet,event,medications,95,False
909,lisinopril 40 MG Oral Tablet,event,medications,94,False
910,Acute allergic reaction (disorder),event,conditions,91,False
911,Injection of epinephrine (procedure),event,procedures,91,False
912,predniSONE 5 MG Oral Tablet,event,medications,91,False
913,metoprolol tartrate 50 MG Oral Tablet,event,medications,89,False
914,Social migrant (finding),event,conditions,89,False
915,History of artificial joint (situation),event,conditions,87,False
916,Passive conjunctival congestion (finding),event,conditions,86,False
917,bisoprolol fumarate 5 MG Oral Tablet,event,medications,84,False
918,1 ML denosumab 60 MG/ML Prefilled Syringe,event,medications,83,False
919,Losartan Potassium 25 MG Oral Tablet,event,medications,83,False
920,Heart failure (disorder),event,conditions,83,True
921,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet,event,medications,82,False
922,tenofovir disoproxil fumarate 300 MG Oral Tablet,event,medications,81,False
923,Dislocation of hip joint (disorder),event,conditions,80,False
924,amlodipine / hydrochlorothiazide / olmesartan Oral Tablet [Tribenzor],event,medications,80,False
925,atenolol 50 MG Oral Tablet,event,medications,80,False
926,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),event,conditions,79,False
927,Toxoplasma gondii antibody detected (finding),event,conditions,79,False
928,emtricitabine 200 MG Oral Capsule,event,medications,78,False
929,Heparin therapy (procedure),event,procedures,77,False
930,atenolol 100 MG Oral Tablet,event,medications,75,False
931,lisinopril 2.5 MG Oral Tablet,event,medications,75,False
932,Small cell carcinoma of lung (disorder),event,conditions,75,True
933,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),event,conditions,75,True
934,glycopyrrolate 1.5 MG Oral Tablet [Glycate],event,medications,74,False
935,lamivudine 300 MG Oral Tablet,event,medications,74,False
936,Unable to swallow saliva (finding),event,conditions,74,False
937,Dystonia (disorder),event,conditions,74,False
938,Chlorpheniramine Maleate 4 MG Oral Tablet,event,medications,71,False
939,Acquired coagulation disorder (disorder),event,conditions,71,False
940,Brachytherapy of breast (procedure),event,procedures,71,False
941,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet,event,medications,71,False
942,DTaP,event,immunizations,70,False
943,Methylphenidate Hydrochloride 20 MG Oral Tablet,event,medications,68,False
944,lamivudine 150 MG / zidovudine 300 MG Oral Tablet,event,medications,67,False
945,Mitral valve stenosis (disorder),event,conditions,64,False
946,cefpodoxime 200 MG Oral Tablet,event,medications,63,False
947,stavudine 40 MG Oral Capsule,event,medications,63,False
948,Pulmonic valve regurgitation (disorder),event,conditions,62,False
949,Injury of heart (disorder),event,conditions,62,False
950,fosamprenavir 700 MG Oral Tablet,event,medications,60,False
951,Catheter ablation of tissue of heart (procedure),event,procedures,60,False
952,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet,event,medications,60,False
953,enalapril maleate 10 MG Oral Tablet,event,medications,59,False
954,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],event,medications,58,False
955,Urine pregnancy test (procedure),event,procedures,58,False
956,carvedilol 12.5 MG Oral Tablet,event,medications,58,False
957,Reexploration procedure (procedure),event,procedures,56,False
958,Injury of kidney (disorder),event,conditions,56,False
959,levalbuterol 0.417 MG/ML Inhalation Solution,event,medications,55,False
960,Chronic type B viral hepatitis (disorder),event,conditions,54,False
961,predniSONE 20 MG Oral Tablet,event,medications,54,False
962,Home health aide service (regime/therapy),event,procedures,52,False
963,Referral for laboratory tests (procedure),event,procedures,51,False
964,Patient informed - test result (situation),event,procedures,51,False
965,Lab findings education  guidance  and counseling (procedure),event,procedures,51,False
966,Discussion about treatment (procedure),event,procedures,51,False
967,saquinavir mesylate 500 MG Oral Tablet,event,medications,50,False
968,Constipation (finding),event,conditions,50,False
969,Acquired immune deficiency syndrome (disorder),event,conditions,48,False
970,Prosthetic total arthroplasty of knee joint (procedure),event,procedures,48,False
971,cefdinir 300 MG Oral Capsule,event,medications,48,False
972,Seasonal allergic rhinitis (disorder),event,conditions,48,False
973,rosuvastatin calcium 20 MG Oral Tablet,event,medications,47,False
974,Cholecystectomy (procedure),event,procedures,47,False
975,Vancomycin 50 MG/ML Injectable Solution,event,medications,47,False
976,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,event,medications,46,False
977,NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin],event,medications,46,False
978,Referral to home health care service (procedure),event,procedures,45,False
979,Comprehensive interview and evaluation (procedure),event,procedures,45,False
980,Multidisciplinary care conference (procedure),event,procedures,44,False
981,rosuvastatin calcium 5 MG Oral Tablet,event,medications,43,False
982,Microbial culture (procedure),event,procedures,43,False
983,Bacterial infectious disease (disorder),event,conditions,43,False
984,ramipril 10 MG Oral Capsule,event,medications,41,False
985,12 HR Cefaclor 500 MG Extended Release Oral Tablet,event,medications,41,False
986,Tricuspid valve regurgitation (disorder),event,conditions,40,False
987,HPV  quadrivalent,event,immunizations,39,False
988,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet,event,medications,39,False
989,Osteoporotic fracture of bone (disorder),event,conditions,39,False
990,Meningomyelocele (disorder),event,conditions,38,False
991,20 ML Ciprofloxacin 10 MG/ML Injection,event,medications,38,False
992,zalcitabine 0.75 MG Oral Tablet,event,medications,38,False
993,Congenital deformity of foot (disorder),event,conditions,38,False
994,Traumatic brain injury (disorder),event,conditions,37,False
995,Intracavitary brachytherapy (procedure),event,procedures,37,False
996,Opening of chest (procedure),event,procedures,37,False
997,12 lead electrocardiogram (procedure),event,procedures,37,False
998,Reasons for treatment delay (finding),event,procedures,36,False
999,20 ML tocilizumab 20 MG/ML Injection,event,medications,36,False
1000,propranolol hydrochloride 20 MG Oral Tablet,event,medications,36,False
1001,Loop colostomy (procedure),event,procedures,36,False
1002,Proliferative diabetic retinopathy due to type II diabetes mellitus,event,conditions,36,False
1003,Aztreonam 2000 MG Injection,event,medications,35,False
1004,irbesartan 150 MG Oral Tablet,event,medications,35,False
1005,Urinary tract infectious disease (disorder),event,conditions,35,False
1006,bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG Oral Tablet,event,medications,34,False
1007,Interstitial brachytherapy (procedure),event,procedures,34,False
1008,Pressure injury stage II (disorder),event,conditions,34,False
1009,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],event,medications,34,False
1010,Amputation care (regime/therapy),event,procedures,34,False
1011,Referral to orthopedic surgeon (procedure),event,procedures,33,False
1012,quinapril 40 MG Oral Tablet,event,medications,33,False
1013,Memantine hydrochloride 2 MG/ML Oral Solution,event,medications,33,False
1014,Child examination: school screening (procedure),event,procedures,33,False
1015,Plain X-ray of spine and pelvis (procedure),event,procedures,33,False
1016,Measurement procedure (procedure),event,procedures,33,False
1017,Referral for X-ray (procedure),event,procedures,33,False
1018,Osteopathic postural examination (procedure),event,procedures,33,False
1019,Transfusion of red blood cells (procedure),event,procedures,32,False
1020,enalapril maleate 20 MG Oral Tablet,event,medications,32,False
1021,ceftriaxone 1000 MG Injection,event,medications,32,False
1022,simvastatin 10 MG Oral Tablet,event,medications,32,False
1023,Tdap,event,immunizations,32,False
1024,Chiari malformation type II (disorder),event,conditions,32,False
1025,History of amputation of foot (situation),event,conditions,31,False
1026,Naltrexone hydrochloride 50 MG Oral Tablet,event,medications,31,False
1027,labetalol hydrochloride 300 MG Oral Tablet,event,medications,31,False
1028,Glycopyrrolate 1.5 MG Oral Tablet [Glycate],event,medications,31,False
1029,Positive screening for depression on Patient Health Questionnaire 9 (finding),event,procedures,30,False
1030,Spina bifida occulta (disorder),event,conditions,30,False
1031,budesonide 0.5 MG/ML Inhalation Suspension,event,medications,30,False
1032,Administration of anesthesia AND/OR sedation (procedure),event,procedures,30,False
1033,Transcatheter aortic valve implantation (procedure),event,procedures,30,False
1034,Admission to ward (procedure),event,procedures,30,False
1035,indinavir 400 MG Oral Capsule,event,medications,30,False
